workload,numCycles,tlb_hits,read_hits,write_hits,tlb_misses,read_misses,write_misses,mshr_hits,mshr_stall_cycles,num_jobs,total_cycles,num_tasks,read_action_cycles,compute_action_cycles,write_action_cycles,num_macver_onW
TDLCA_Disparity_Map,72402871,17361,11518,5843,491,174,317,596,219,140,2124090,2240,1431677,111970,1669786,5390
0,1,24534,20390,4144,175,95,80,7,978,16,2638318,512,2444533,135168,1447232,4144
0,2,181356,89284,92072,2816,2816,0,66284,7647,291,4912322,2328,4509873,193163,3189017,27743
0,3,18331,12164,6167,545,200,345,673,181,148,2126503,2368,1457125,118187,1655147,5674
0,4,24539,20395,4144,171,91,80,7,276,16,2567081,512,2379989,135168,1395329,4144
0,5,191062,94162,96900,2768,2768,0,68444,5261,304,4907602,2432,4494146,201772,3156103,30358
0,6,17500,11600,5900,468,164,304,581,384,141,2133989,2256,1398058,112170,1691636,5455
0,7,24534,20390,4144,175,95,80,7,993,16,2604572,512,2412187,135168,1436567,4144
0,8,160703,79087,81616,2551,2551,0,53981,2921,271,4920421,2168,4545841,179780,3267395,29346
0,9,17724,11754,5970,504,182,322,522,243,143,2126053,2288,1499245,114884,1642715,5587
0,10,26068,21665,4403,185,100,85,7,515,17,2716233,544,2517485,143616,1482125,4403
0,11,157565,77589,79976,2418,2418,0,50527,2693,270,4912399,2160,4568891,179242,3169082,31020
0,12,17759,11776,5983,469,160,309,607,242,143,2129147,2288,1466169,114794,1679652,5512
0,13,24535,20391,4144,175,95,80,7,1005,16,2578472,512,2388535,135168,1425350,4144
0,14,186706,91934,94772,2863,2863,0,68290,7470,304,4893898,2432,4480728,201777,3202205,28464
0,15,20164,13374,6790,612,230,382,1051,132,163,2127351,2608,1542234,131715,1632739,5960
0,16,26071,21668,4403,182,97,85,7,759,17,2692636,544,2494791,143616,1478870,4403
0,17,189731,93495,96236,2771,2771,0,67997,3724,301,4888477,2408,4476035,199774,3161080,30147
0,18,16839,11175,5664,509,189,320,666,633,136,2135455,2176,1393473,108094,1693187,5160
0,19,22999,19114,3885,166,91,75,8,1363,15,2597931,480,2402669,126720,1466316,3885
0,20,165042,81034,84008,2994,2994,0,61671,4574,277,4889664,2216,4499024,183868,3265789,24467
0,21,17114,11353,5761,490,179,311,575,172,138,2135380,2208,1311903,109242,1715989,5310
0,22,23002,19117,3885,165,90,75,8,1344,15,2588771,480,2396360,126720,1434416,3885
0,23,174458,85798,88660,2888,2888,0,64542,8380,286,4894733,2288,4494057,189847,3204981,26133
TDLCA_Swaptions,109926225,4088,168,3920,424,24,400,3361,14229,8,224153,64,32874,71064,183994,904
0,1,7737,3857,3880,871,463,408,3820,27448,8,314812,64,126692,270336,202240,788
0,2,14103,7668,6435,1609,940,669,6444,98119,8,733355,128,679165,122368,413255,1332
0,3,35402,21488,13914,4310,2672,1638,14834,253685,8,1489633,192,1393586,253824,646405,2736
0,4,4057,164,3893,455,28,427,3348,15772,8,221750,64,18774,70464,185424,918
0,5,7721,3830,3891,887,490,397,3787,23999,8,320386,64,138122,270336,215991,846
0,6,14093,7700,6393,1619,908,711,6301,87690,8,715065,128,667883,122368,396125,1445
0,7,35325,21407,13918,4387,2753,1634,14873,261723,8,1453050,192,1364808,253824,612011,2778
0,8,4095,169,3926,417,23,394,3374,15816,8,222809,64,18934,70464,185900,894
0,9,7677,3817,3860,931,503,428,3869,29529,8,316639,64,141947,270336,206001,776
0,10,13967,7635,6332,1745,973,772,6502,99050,8,724731,128,672060,122368,407426,1310
0,11,35380,21483,13897,4332,2677,1655,14917,272971,8,1474927,192,1386996,253824,641225,2660
0,12,4092,167,3925,420,25,395,3327,15092,8,220208,64,17838,70464,183459,940
0,13,7670,3817,3853,938,503,435,3828,26894,8,316650,64,148167,270336,212974,816
0,14,14125,7708,6417,1587,900,687,6349,85154,8,723909,128,678449,122368,412947,1390
0,15,35509,21604,13905,4203,2556,1647,14683,265149,8,1433195,192,1339099,253824,604283,2779
0,16,4074,166,3908,438,26,412,3400,15351,8,218556,64,15120,70704,184047,865
0,17,7754,3900,3854,854,420,434,3755,31361,8,315594,64,150413,270336,214331,807
0,18,14177,7757,6420,1535,851,684,6318,88457,8,723421,128,678805,122368,418026,1375
0,19,35404,21539,13865,4308,2621,1687,14828,264999,8,1457142,192,1369267,253824,624528,2696
0,20,4092,169,3923,420,23,397,3349,13298,8,214303,64,15059,70464,180068,918
0,21,7663,3815,3848,945,505,440,3731,25789,8,320179,64,129453,270336,213928,914
0,22,14103,7669,6434,1609,939,670,6314,91428,8,719407,128,664466,122368,409217,1460
0,23,35289,21416,13873,4423,2744,1679,14829,251116,8,1477870,192,1386708,253824,628218,2811
0,24,4084,169,3915,428,23,405,3464,17640,8,218409,64,16160,70584,183938,803
0,25,7777,3872,3905,831,448,383,3872,32117,8,323804,64,149484,270336,215988,724
0,26,14058,7652,6406,1654,956,698,6562,89408,8,714354,128,661505,122368,411334,1233
0,27,35247,21385,13862,4465,2775,1690,15226,292012,8,1497701,192,1400456,253824,647915,2442
0,28,4097,163,3934,415,29,386,3422,19850,8,224072,64,17570,70464,187484,842
0,29,7721,3868,3853,887,452,435,3833,29199,8,324648,64,162681,270336,225520,761
0,30,14055,7613,6442,1657,995,662,6552,92693,8,705263,128,651480,122368,422612,1279
0,31,35184,21353,13831,4528,2807,1721,15187,288371,8,1487416,192,1399245,253824,668536,2511
TDLCA_StreamCluster,112678491,17989,9077,8912,443,139,304,5844,10479,2,764930,1024,638500,263035,627215,3251
0,1,54645,53508,1137,811,796,15,82,2011,16,8708368,768,8624334,571262,112999,1131
0,2,7417,3343,4074,135,113,22,92,1954,16,1183013,384,1125775,460441,0,4010
0,3,108886,107761,1125,810,783,27,39,724,16,8922500,768,8835497,578668,116216,1125
0,4,7457,6305,1152,95,95,0,21,767,16,697406,256,672212,92462,120294,1152
0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6,54664,53512,1152,792,792,0,80,3764,16,8726580,768,8644009,571613,102026,1145
0,7,8132,3548,4584,148,124,24,93,1956,17,1211078,408,1154705,435488,0,4519
0,8,108824,107680,1144,744,736,8,19,719,16,8975449,768,8889772,578322,105455,1144
0,9,7458,6306,1152,94,94,0,21,1107,16,681173,256,657774,94505,107742,1152
0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,11,54622,53472,1150,834,832,2,80,955,16,8644431,768,8560394,572964,113243,1140
0,12,7413,3339,4074,139,117,22,95,2021,16,1172353,384,1114617,453781,0,4007
0,13,108689,107555,1134,879,861,18,70,2550,16,8830932,768,8744026,578065,116920,1134
0,14,7455,6303,1152,97,97,0,21,1106,16,696998,256,672098,94221,119311,1152
0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16,54626,53483,1143,830,821,9,87,2441,16,8605995,768,8523345,570178,101624,1127
0,17,7420,3340,4080,132,116,16,99,2094,16,1140151,384,1090650,414887,0,4009
0,18,109007,107875,1132,817,797,20,19,718,16,8844660,768,8759025,576704,105722,1132
0,19,7453,6301,1152,99,99,0,21,1166,16,680721,256,657439,90408,108619,1152
0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,21,54672,53521,1151,784,783,1,57,1672,16,8597693,768,8513645,574180,114141,1150
0,22,7420,3339,4081,132,117,15,86,1715,16,1185732,384,1128155,465461,0,4023
0,23,108758,107608,1150,810,808,2,63,724,16,8754458,768,8667638,578295,115857,1146
0,24,7460,6308,1152,92,92,0,21,1121,16,694551,256,670081,93798,120024,1152
0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,26,54650,53510,1140,806,794,12,90,2636,16,8540624,768,8457983,571805,102125,1128
0,27,8136,3549,4587,144,123,21,89,1706,17,1190263,408,1134044,439867,0,4526
0,28,108790,107642,1148,778,774,4,17,714,16,8754245,768,8668700,578191,104882,1148
0,29,7462,6310,1152,90,90,0,21,1030,16,671364,256,648312,94446,107319,1152
0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,31,54728,53576,1152,728,728,0,69,2047,16,9158208,768,9070899,574052,136962,1146
0,32,6694,3131,3563,130,109,21,97,2250,15,1164704,360,1105286,462407,0,3494
0,33,109225,108076,1149,727,724,3,54,2053,16,9301243,768,9211137,578992,141805,1149
0,34,7453,6301,1152,99,99,0,21,1302,16,734597,256,705585,96869,142425,1152
0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,36,54745,53593,1152,711,711,0,55,1697,16,8956101,768,8870576,572361,125627,1150
0,37,6698,3129,3569,126,111,15,100,2266,15,1136013,360,1081457,442366,0,3497
0,38,108802,107666,1136,766,750,16,55,1580,16,9064400,768,8975781,579659,129007,1136
0,39,7457,6305,1152,95,95,0,21,844,16,711835,256,684617,94262,131359,1152
TDLCA_Denoise,235628819,82728,46119,36609,70712,42041,28671,81796,582323,17,5330668,136,4606680,2228542,2716344,11664
0,1,119694,92640,27054,169106,134720,34386,163269,4150771,16,8401962,384,7661190,3932544,2212145,6757
0,2,79475,44692,34783,55917,33100,22817,65856,382696,15,5453296,120,4810944,1966380,2698842,12755
0,3,121477,93906,27571,167323,133454,33869,161429,4101531,16,8398819,384,7659638,3932544,2227334,7378
0,4,81239,44516,36723,72201,43644,28557,83895,652712,17,5067486,136,4235624,2228518,2678757,11464
0,5,119645,92642,27003,169155,134718,34437,163217,4183268,16,8412592,384,7664862,3932544,2260552,6853
0,6,79256,43959,35297,65160,39017,26143,75723,589586,16,4946409,128,4288941,2097431,2452470,11736
0,7,121608,93592,28016,167192,133768,33424,161411,4189104,16,8389634,384,7670686,3932541,2178334,7524
0,8,79584,44244,35340,64832,38732,26100,75867,523372,16,5268687,128,4290031,2097467,2773757,11425
0,9,120041,92533,27508,168759,134827,33932,163130,4192232,16,8384047,384,7659766,3932544,2187095,7037
0,10,87522,47976,39546,74942,45368,29574,86991,676198,18,5183726,144,4395013,2359581,2730003,13156
0,11,121732,93635,28097,167068,133725,33343,161241,4190296,16,8383854,384,7656382,3932544,2245265,7474
0,12,72365,40366,31999,63027,37426,25601,73281,539074,15,5278707,120,4649245,1966386,2592123,9537
0,13,117569,91321,26248,171231,136039,35192,165200,4215175,16,8417352,384,7619023,3932532,2305396,6223
0,14,69746,39117,30629,56622,33491,23131,66058,463455,14,5069845,112,4447975,1835299,2534643,9745
0,15,118351,91614,26737,170449,135746,34703,164463,4221032,16,8410642,384,7599296,3932532,2316521,6522
TDLCA_BlackScholes,74132296,18181,15602,2579,2651,2254,397,3249,0,124,909310,5952,835214,128960,515212,945
0,1,18181,15603,2578,2651,2253,398,3221,0,124,912588,5952,843168,128960,510339,937
0,2,18704,16045,2659,2800,2387,413,3435,16,128,907763,6144,832992,133120,516973,939
0,3,17907,15369,2538,2589,2199,390,3178,0,122,909316,5856,844115,126880,494182,934
0,4,18390,15778,2612,2778,2366,412,3351,0,126,912626,6048,843857,131040,509412,933
0,5,17979,15421,2558,2853,2435,418,3319,0,124,914040,5952,848518,128960,498976,923
0,6,19815,16988,2827,3033,2596,437,3667,0,136,903732,6528,827253,141440,554095,996
0,7,20428,17525,2903,3092,2635,457,3727,0,140,905877,6720,829743,145600,541193,1015
